id,duid,affiliation
959,0709835,student@duke.edu
960,1129516,student@duke.edu
961,0960355,student@duke.edu
962,1063036,student@duke.edu
963,1275331,staff@duke.edu
964,1040818,student@duke.edu
965,0518785,staff@duke.edu
966,0550323,staff@duke.edu
967,0936281,staff@duke.edu
968,0887809,student@duke.edu
969,1185391,staff@duke.edu
970,1192302,student@duke.edu
971,0967385,student@duke.edu
972,0842496,staff@duke.edu
973,0852675,student@duke.edu
974,0686773,staff@duke.edu
975,0996112,student@duke.edu
976,1000937,staff@duke.edu
977,1019518,student@duke.edu
978,0559567,alumni@duke.edu
979,1128704,student@duke.edu
980,0970393,student@duke.edu
981,1189369,staff@duke.edu
982,1039784,staff@duke.edu
983,1042431,student@duke.edu
984,1203081,student@duke.edu
985,0965646,student@duke.edu
986,1042395,student@duke.edu
987,1196370,student@duke.edu
988,0855149,alumni@duke.edu
989,1201821,student@duke.edu
990,1013677,student@duke.edu
991,0698618,staff@duke.edu
992,0109910,staff@duke.edu
993,0939624,student@duke.edu
994,0932616,staff@duke.edu
995,1021553,student@duke.edu
996,1166843,student@duke.edu
997,1196929,student@duke.edu
998,0710755,alumni@duke.edu
999,1166710,staff@duke.edu
1000,1016331,student@duke.edu
1001,1123198,staff@duke.edu
1002,0936250,student@duke.edu
1003,1202217,student@duke.edu
1004,1098790,staff@duke.edu
1005,1039635,student@duke.edu
1006,0472045,staff@duke.edu
1007,0933979,staff@duke.edu
1008,1210925,student@duke.edu
1009,1114114,staff@duke.edu
1010,0998585,staff@duke.edu
1011,1116563,staff@duke.edu
1012,1037929,student@duke.edu
1013,1037688,student@duke.edu
1014,1075860,student@duke.edu
1015,1238113,staff@duke.edu
1016,1044965,student@duke.edu
1017,1008664,staff@duke.edu
1018,1192345,student@duke.edu
1019,0737939,alumni@duke.edu
1020,1227810,staff@duke.edu
1021,1083776,student@duke.edu
1022,0007949,staff@duke.edu
1023,1113150,student@duke.edu
1024,0115082,alumni@duke.edu
1025,0960379,student@duke.edu
1026,1228961,student@duke.edu
1027,1074479,student@duke.edu
1028,1200394,staff@duke.edu
1029,1096604,student@duke.edu
1030,1013826,student@duke.edu
1031,0977598,staff@duke.edu
1032,1037473,student@duke.edu
1033,0807305,student@duke.edu
1034,0894672,student@duke.edu
1035,0988620,staff@duke.edu
1036,1179486,student@duke.edu
1037,1201798,student@duke.edu
1038,1128750,student@duke.edu
1039,0837883,student@duke.edu
1040,1223072,staff@duke.edu
1041,1092588,student@duke.edu
1042,0967492,staff@duke.edu
1043,0966387,student@duke.edu
1044,1183811,student@duke.edu
1045,1023771,student@duke.edu
1046,1226287,student@duke.edu
1047,0464380,alumni@duke.edu
1048,1110695,student@duke.edu
1049,1199825,student@duke.edu
1050,1059604,staff@duke.edu
1051,1108449,staff@duke.edu
1052,1166708,student@duke.edu
1053,1254312,staff@duke.edu
1054,1115031,student@duke.edu
1055,1173534,student@duke.edu
1056,0753436,staff@duke.edu
1057,0271094,staff@duke.edu
1058,0935856,staff@duke.edu
1059,0967252,staff@duke.edu
1060,0617298,staff@duke.edu
1061,0705544,staff@duke.edu
1062,0958510,student
1063,1308895,staff@duke.edu
1064,1195388,student@duke.edu
1065,1233607,student@duke.edu
1066,1166167,staff@duke.edu
1067,1041734,staff@duke.edu
1068,1005569,student@duke.edu
1069,1039659,staff@duke.edu
1070,1043510,staff@duke.edu
1071,1095340,student@duke.edu
1072,1018417,student@duke.edu
1073,0761193,staff@duke.edu
1074,0674308,faculty@duke.edu
1075,0678687,alumni@duke.edu
1076,0939216,staff@duke.edu
1077,1180301,staff@duke.edu
1078,1162325,student@duke.edu
1079,1042381,student@duke.edu
1080,1118528,staff@duke.edu
1081,0664387,staff@duke.edu
1082,0853639,student@duke.edu
1083,1298307,staff@duke.edu
1084,0667182,staff@duke.edu
1085,1227809,staff@duke.edu
1086,1093967,student@duke.edu
1087,1055808,student@duke.edu
1088,1252343,staff@duke.edu
1089,1190252,staff@duke.edu
1090,1201455,student@duke.edu
1091,0965880,staff@duke.edu
1092,0962940,staff@duke.edu
1093,1039782,staff@duke.edu
1094,0729188,staff@duke.edu
1095,1055638,staff@duke.edu
1096,1104316,staff@duke.edu
1097,1309393,staff@duke.edu
1098,1302150,staff@duke.edu
1099,1022824,student@duke.edu
1100,1285421,staff@duke.edu
1101,1174262,student@duke.edu
1102,1212333,student@duke.edu
1103,1042835,staff@duke.edu
1104,0309604,staff@duke.edu
1105,0334671,staff@duke.edu
1106,1175457,student@duke.edu
1107,1043135,student@duke.edu
1108,1179777,student@duke.edu
1109,0968724,staff@duke.edu
1110,0695506,staff@duke.edu
1111,0106616,staff@duke.edu
1112,0592868,staff@duke.edu
1113,0690174,staff@duke.edu
1114,0904888,staff@duke.edu
1115,0420724,staff@duke.edu
1116,0741831,staff@duke.edu
1117,0411819,staff@duke.edu
1118,1212931,staff@duke.edu
1119,1048237,staff@duke.edu
1120,0614365,student@duke.edu
1121,1095395,student@duke.edu
1122,0585039,staff@duke.edu
1123,1025191,staff@duke.edu
1124,1271242,staff@duke.edu
1125,1078439,student@duke.edu
1126,0935739,staff@duke.edu
1127,1005196,staff@duke.edu
1128,0109857,staff@duke.edu
1129,0416600,faculty@duke.edu
1130,1273266,staff@duke.edu
1131,1007135,student@duke.edu
1132,0965498,student@duke.edu
1133,0858809,staff@duke.edu
1134,0055136,alumni@duke.edu
1135,1002222,student@duke.edu
1136,0564679,faculty@duke.edu
1137,0757684,staff@duke.edu
1138,1112833,student@duke.edu
1139,1076520,student@duke.edu
1140,0874550,alumni@duke.edu
1141,1243628,staff@duke.edu
1142,0938617,staff@duke.edu
1143,1086734,staff@duke.edu
1144,0707744,alumni@duke.edu
1145,0646400,alumni@duke.edu
1146,1097502,staff@duke.edu
1147,1119536,student@duke.edu
1148,1023290,student@duke.edu
1149,1038346,student@duke.edu
1150,1180696,student@duke.edu
1151,0966898,student@duke.edu
1152,1302060,affiliate@duke.edu
1153,0286364,staff@duke.edu
1154,0894046,staff@duke.edu
1155,0898539,staff@duke.edu
1156,0635141,staff@duke.edu
1157,0996247,staff@duke.edu
1158,1257878,staff@duke.edu
1159,0674723,alumni@duke.edu
1160,0490501,staff@duke.edu
1161,0632465,staff@duke.edu
1162,1274021,staff@duke.edu
1163,0206246,staff@duke.edu
1164,1288771,staff@duke.edu
1165,0948787,staff@duke.edu
1166,0819909,staff@duke.edu
1167,1234174,staff@duke.edu
1168,1181374,student@duke.edu
1169,1261508,staff@duke.edu
1170,1193352,staff@duke.edu
1171,1192648,staff@duke.edu
1172,0935534,student@duke.edu
1173,1187299,student@duke.edu
1174,1033467,alumni@duke.edu
1175,0923058,student@duke.edu
1176,0971684,staff@duke.edu
1177,1199824,student@duke.edu
1178,0476845,alumni@duke.edu
1179,1007918,staff@duke.edu
1180,1177485,student@duke.edu
1181,0676461,staff@duke.edu
1182,1296213,staff@duke.edu
1183,0815234,staff@duke.edu
1184,0042019,staff@duke.edu
1185,0750526,student@duke.edu
1186,0994871,student@duke.edu
1187,1262516,staff@duke.edu
1188,1214217,staff@duke.edu
1189,0795675,staff@duke.edu
1190,1299020,affiliate@duke.edu
1191,1009745,student@duke.edu
1192,1310270,staff@duke.edu
1193,0949385,staff@duke.edu
1194,1198577,student@duke.edu
1195,1234022,student@duke.edu
1196,1098780,staff@duke.edu
1197,1199797,student@duke.edu
1198,0966539,staff@duke.edu
1199,1012714,student@duke.edu
1200,1095989,student@duke.edu
1201,0448642,staff@duke.edu
1202,0902553,student@duke.edu
1203,1196353,student@duke.edu
1204,1279980,staff@duke.edu
1205,0836648,student@duke.edu
1206,1088502,student@duke.edu
1207,1176078,student@duke.edu
1208,0672092,staff@duke.edu
1209,1044971,student@duke.edu
1210,1022809,student@duke.edu
1211,0461825,staff@duke.edu
1212,1185788,staff@duke.edu
1213,0771385,student@duke.edu
1214,1178373,student@duke.edu
1215,0774384,staff@duke.edu
1216,1096009,student@duke.edu
1217,1195393,student@duke.edu
1218,1000765,staff@duke.edu
1219,1091881,student@duke.edu
1220,1023272,student@duke.edu
1221,0828188,student@duke.edu
1222,1187260,staff@duke.edu
1223,1227253,student@duke.edu
1224,0734118,alumni@duke.edu
1225,1025537,staff@duke.edu
1226,1086792,student@duke.edu
1227,0987437,staff@duke.edu
1228,0514740,staff@duke.edu
1229,1317400,staff@duke.edu
1230,1092424,student@duke.edu
1231,0754166,staff@duke.edu
1232,1175453,student@duke.edu
1233,1229487,student@duke.edu
1234,1080757,student@duke.edu
1235,1234124,student@duke.edu
1236,1227979,student@duke.edu
1237,1228984,staff@duke.edu
1238,1118522,student@duke.edu
1239,1037117,staff@duke.edu
1240,1096952,student@duke.edu
1241,1240852,staff@duke.edu
1242,0719247,student@duke.edu
1243,1122300,staff@duke.edu
1244,1014056,student@duke.edu
1245,0982674,student@duke.edu
1246,1039915,student@duke.edu
1247,1023315,student@duke.edu
1248,1227613,student@duke.edu
1249,0776941,alumni@duke.edu
1250,1025812,staff@duke.edu
1251,1032522,student@duke.edu
1252,0959697,student@duke.edu
1253,1201882,student@duke.edu
1254,1045994,student@duke.edu
1255,1023295,student@duke.edu
1256,0896170,staff@duke.edu
1257,1201891,student@duke.edu
1258,1019734,student@duke.edu
1259,0825752,student@duke.edu
1260,1215313,staff@duke.edu
1261,1188135,staff@duke.edu
1262,1180162,student@duke.edu
1263,0850580,staff@duke.edu
1264,0765178,staff@duke.edu
1265,1172944,student@duke.edu
1266,0837210,staff@duke.edu
1267,1223086,student@duke.edu
1268,0892759,staff@duke.edu
1269,1079835,staff@duke.edu
1270,0611058,alumni@duke.edu
1271,0935702,student@duke.edu
1272,1093127,student@duke.edu
1273,1050389,student@duke.edu
1274,1095354,student@duke.edu
1275,1189956,staff@duke.edu
1276,0797357,staff@duke.edu
1277,1079088,affiliate@duke.edu
1278,0937812,student@duke.edu
1279,0937392,student@duke.edu
1280,1234858,student@duke.edu
1281,0437659,faculty@duke.edu
1282,1029925,student@duke.edu
1283,1228745,student@duke.edu
1284,0765851,staff@duke.edu
1285,1227615,student@duke.edu
1286,1065641,student@duke.edu
1287,1178628,student@duke.edu
1288,1023264,student@duke.edu
1289,0934329,student@duke.edu
1290,0940061,student@duke.edu
1291,1228713,student@duke.edu
1292,0482003,staff@duke.edu
1293,1184678,student@duke.edu
1294,1040542,student@duke.edu
1295,1192309,student@duke.edu
1296,1167588,staff@duke.edu
1297,0744388,student@duke.edu
1298,1208576,staff@duke.edu
1299,1172248,staff@duke.edu
1300,1223153,student@duke.edu
1301,1077753,student@duke.edu
1302,1117811,student
1303,0811496,alumni@duke.edu
1304,0934189,student@duke.edu
1305,0763363,student@duke.edu
1306,1169030,staff@duke.edu
1307,1192482,student@duke.edu
1308,1177128,student@duke.edu
1309,1196917,staff@duke.edu
1310,1187526,student@duke.edu
1311,1215197,student@duke.edu
1312,1122367,student@duke.edu
1313,1039207,student@duke.edu
1314,1018950,student@duke.edu
1315,1261935,student@duke.edu
1316,1194258,student@duke.edu
1317,1292466,staff@duke.edu
1318,1036336,staff@duke.edu
1319,1115570,student@duke.edu
1320,1080040,student@duke.edu
1321,0497458,staff@duke.edu
1322,0934708,alumni@duke.edu
1323,1248545,staff@duke.edu
1324,0964641,staff@duke.edu
1325,1298641,staff@duke.edu
1326,1193213,student@duke.edu
1327,0974766,staff@duke.edu
1328,1024201,student@duke.edu
1329,0851117,staff@duke.edu
1330,1178563,student@duke.edu
1331,0949457,student@duke.edu
1332,0934688,staff@duke.edu
1333,0854401,student@duke.edu
1334,0965668,student@duke.edu
1335,1244750,student@duke.edu
1336,1116423,student@duke.edu
1337,0805959,student@duke.edu
1338,1213312,staff@duke.edu
1339,1096074,student@duke.edu
1340,1227258,student@duke.edu
1341,0904338,staff@duke.edu
1342,1117249,student@duke.edu
1343,0962655,student@duke.edu
1344,0970660,student@duke.edu
1345,1071654,student@duke.edu
1346,1100211,student@duke.edu
1347,1002849,student@duke.edu
1348,1165434,staff@duke.edu
1349,1121884,alumni@duke.edu
1350,0979928,student@duke.edu
1351,0334264,faculty@duke.edu
1352,1233977,student@duke.edu
1353,1199058,student@duke.edu
1354,0522405,staff@duke.edu
1355,1216229,student@duke.edu
1356,1041500,student@duke.edu
1357,1120726,student@duke.edu
1358,1196375,staff@duke.edu
1359,1161648,staff@duke.edu
1360,1097870,student@duke.edu
1361,1096068,student@duke.edu
1362,1115522,student@duke.edu
1363,1215312,staff@duke.edu
1364,1129512,student@duke.edu
1365,1234599,student@duke.edu
1366,0689522,staff@duke.edu
1367,1011207,student@duke.edu
1368,1194247,student@duke.edu
1369,1298209,student@duke.edu
1370,0805661,faculty@duke.edu
1371,1192307,student@duke.edu
1372,1171495,student@duke.edu
1373,1244193,student@duke.edu
1374,0741650,staff@duke.edu
1375,1199750,student@duke.edu
1376,1115250,staff@duke.edu
1377,1205891,student@duke.edu
1378,1118743,staff@duke.edu
1379,1228980,student@duke.edu
1380,1234928,student@duke.edu
1381,0780740,student@duke.edu
1382,0932997,staff@duke.edu
1383,1185169,student@duke.edu
1384,1043308,staff@duke.edu
1385,0935247,student@duke.edu
1386,1177173,staff@duke.edu
1387,0373331,staff@duke.edu
1388,0703436,staff@duke.edu
1389,0955486,staff@duke.edu
1390,1053520,staff@duke.edu
1391,1037494,student@duke.edu
1392,0379617,staff@duke.edu
1393,1200165,faculty@duke.edu
1394,1118836,staff@duke.edu
1395,1317259,staff@duke.edu
1396,1169426,staff@duke.edu
1397,1295772,student@duke.edu
1398,1300456,staff@duke.edu
1399,0966500,student@duke.edu
1400,1219134,staff@duke.edu
1401,1185014,student@duke.edu
1402,0727510,staff@duke.edu
1403,1052831,student@duke.edu
1404,1125085,student@duke.edu
1405,1045530,staff@duke.edu
1406,1113138,student@duke.edu
1407,0991339,alumni@duke.edu
1408,0836496,staff@duke.edu
1409,0276645,staff@duke.edu
1410,1230286,staff@duke.edu
1411,1240933,staff@duke.edu
1412,1051626,staff@duke.edu
1413,0955488,alumni@duke.edu
1414,0847741,alumni@duke.edu
1415,0671877,alumni@duke.edu
1416,1127814,faculty@duke.edu
1417,1324819,staff@duke.edu
1418,0453153,staff@duke.edu
1419,1176399,affiliate@duke.edu
1420,0703500,student@duke.edu
1421,0699982,staff@duke.edu
1422,1171661,staff@duke.edu
1423,1106302,staff@duke.edu
1424,0694310,staff@duke.edu
1425,0295430,staff@duke.edu
1426,0998744,alumni@duke.edu
1427,1041053,student@duke.edu
1428,0516549,staff@duke.edu
1429,1160280,faculty@duke.edu
1430,0745824,staff@duke.edu
1431,1242798,staff@duke.edu
1432,1226924,student@duke.edu
1433,0807794,staff@duke.edu
1434,1165751,faculty@duke.edu
1435,1027308,affiliate@duke.edu
1436,0974870,staff@duke.edu
1437,0802766,staff@duke.edu
1438,0068205,alumni@duke.edu
1439,1079211,student@duke.edu
1440,0567613,staff@duke.edu
1441,1176187,student@duke.edu
1442,0987593,faculty@duke.edu
1443,0658076,student@duke.edu
1444,0704255,staff@duke.edu
1445,0420450,staff@duke.edu
1446,0347310,staff@duke.edu
1447,1104203,student@duke.edu
1448,1289816,staff@duke.edu
1449,0377737,staff@duke.edu
1450,1109530,student@duke.edu
1451,1238959,student@duke.edu
1452,0911864,alumni@duke.edu
1453,0225795,staff@duke.edu
1454,0296068,faculty@duke.edu
1455,0912142,staff@duke.edu
1456,1047415,faculty@duke.edu
1457,1116610,student@duke.edu
1458,0549284,staff@duke.edu
1459,1129479,staff@duke.edu
1460,0839726,staff@duke.edu
1461,0286147,staff@duke.edu
1462,0917374,staff@duke.edu
1463,1000658,student@duke.edu
1464,1109280,student@duke.edu
1465,0413378,staff@duke.edu
1466,1088327,staff@duke.edu
1467,0949479,affiliate@duke.edu
1468,1247767,staff@duke.edu
1469,0103614,staff@duke.edu
1470,1079140,staff@duke.edu
1471,1040704,student@duke.edu
1472,0284131,staff@duke.edu
1473,0965743,student@duke.edu
1474,1235599,student@duke.edu
1475,0752608,staff@duke.edu
1476,1006540,student@duke.edu
1477,1088989,student@duke.edu
1478,0833383,affiliate@duke.edu
1479,1203699,affiliate@duke.edu
1480,1105073,student@duke.edu
1481,0808563,affiliate@duke.edu
1482,1055743,affiliate@duke.edu
1483,0951252,student@duke.edu
1484,0703685,alumni@duke.edu
1485,1131061,alumni@duke.edu
1486,1254792,student@duke.edu
1487,1228531,student@duke.edu
1488,1256231,student@duke.edu
1489,1239761,affiliate@duke.edu
1490,1310764,affiliate@duke.edu
1491,1170206,student@duke.edu
1492,0490134,staff@duke.edu
1493,0598868,staff@duke.edu
1494,0222357,staff@duke.edu
1495,1246420,student@duke.edu
1496,0601445,faculty@duke.edu
1497,0569424,staff@duke.edu
1498,1242048,student@duke.edu
1499,1091437,student@duke.edu
1500,0701589,staff@duke.edu
1501,1094465,student@duke.edu
1502,0556015,staff@duke.edu
1503,0315780,staff@duke.edu
1504,1044537,staff@duke.edu
1505,0636464,staff@duke.edu
1506,0453887,staff@duke.edu
1507,0796766,staff@duke.edu
1508,0763284,student@duke.edu
1509,1062319,affiliate@duke.edu
1510,1311008,affiliate@duke.edu
1511,1108292,staff@duke.edu
1512,1003365,student@duke.edu
1513,1044212,student@duke.edu
1514,0904559,staff@duke.edu
1515,0931333,student@duke.edu
1516,0722570,faculty@duke.edu
1517,1032935,staff@duke.edu
1518,0027970,alumni@duke.edu
1519,1249766,staff@duke.edu
1520,1125115,staff@duke.edu
1521,0632245,staff@duke.edu
1522,1040539,student@duke.edu
1523,0379166,faculty@duke.edu
1524,0754118,staff@duke.edu
1525,1013435,staff@duke.edu
1526,0988542,staff@duke.edu
1527,0870195,staff@duke.edu
1528,0997668,student@duke.edu
1529,0301321,faculty@duke.edu
1530,1098343,student@duke.edu
1531,0682206,staff@duke.edu
1532,0467484,staff@duke.edu
1533,0667644,staff@duke.edu
1534,0472043,staff@duke.edu
1535,0374087,faculty@duke.edu
1536,1179718,staff@duke.edu
1537,1259160,staff@duke.edu
1538,1201933,student@duke.edu
1539,1232219,staff@duke.edu
1540,1201438,student
1541,0978411,staff@duke.edu
1542,1232499,student
1543,1229069,student@duke.edu
1544,1199024,staff@duke.edu
1545,1229070,student@duke.edu
1546,1119305,student@duke.edu
1547,1201828,student
1548,1233036,student
1549,1161331,student
1550,1232305,student@duke.edu
1551,1236441,student
1552,1097969,student
1553,1197415,student
1554,0814661,staff
1555,1196959,student
1556,1109253,student
1557,0803487,student@duke.edu
1558,1111684,staff@duke.edu
1559,1192324,student
1560,1270928,student@duke.edu
1561,1314366,student@duke.edu
1562,1195371,student@duke.edu
1563,1081634,student@duke.edu
1564,1111587,student@duke.edu
1565,1237883,staff@duke.edu
1566,1118926,student@duke.edu
1567,1265956,student@duke.edu
1568,0388683,alumni@duke.edu
1569,1270739,student@duke.edu
1570,1161939,affiliate@duke.edu
1571,1243700,staff@duke.edu
1572,1255970,student@duke.edu
1573,0109523,staff@duke.edu
1574,1307719,student@duke.edu
1575,1301555,student@duke.edu
1576,1109130,student@duke.edu
1577,1282972,student@duke.edu
1578,1267005,student@duke.edu
1579,1300092,student@duke.edu
1580,1297100,student@duke.edu
1581,0992384,staff@duke.edu
1582,1258590,student@duke.edu
1583,1260063,student@duke.edu
1584,1291759,student@duke.edu
1585,1272594,student@duke.edu
1586,1233639,student@duke.edu
1587,1197379,student@duke.edu
1588,1199781,student@duke.edu
1589,1120716,student@duke.edu
1590,1096053,student
1591,1238178,student@duke.edu
1592,1234491,staff@duke.edu
1593,1118877,student@duke.edu
1594,1120280,student
1595,1116716,affiliate@duke.edu
1596,1096005,student
1597,1111895,student@duke.edu
1598,1237878,student
1599,1232973,student@duke.edu
1600,1042896,staff@duke.edu
1601,1111386,faculty@duke.edu
1602,1035729,staff@duke.edu
1603,1069843,student@duke.edu
1604,1264751,affiliate@duke.edu
1605,0935192,staff@duke.edu
1606,0996084,student@duke.edu
1607,1263694,student@duke.edu
1608,1231480,student@duke.edu
1609,1095387,student@duke.edu
1610,1120239,staff@duke.edu
1611,1035683,alumni@duke.edu
1612,1069814,alumni@duke.edu
1613,1262831,student@duke.edu
1614,1175476,staff@duke.edu
1615,1112858,student@duke.edu
1616,1122692,staff@duke.edu
1617,1251630,staff@duke.edu
1618,1263974,student@duke.edu
1619,1242036,affiliate@duke.edu
1620,1260299,student@duke.edu
1621,1257365,student@duke.edu
1622,1028419,staff@duke.edu
1623,1194317,student@duke.edu
1624,0468358,staff@duke.edu
1625,0317789,staff@duke.edu
1626,1299808,student@duke.edu
1627,0720074,staff@duke.edu
1628,0230503,staff@duke.edu
1629,1312374,student@duke.edu
1630,1029765,alumni@duke.edu
1631,0729289,staff@duke.edu
1632,1188555,student@duke.edu
1633,1197389,staff@duke.edu
1634,1196514,student@duke.edu
1635,0978293,staff@duke.edu
1636,1301189,student@duke.edu
1637,0941601,student@duke.edu
1638,1294739,staff@duke.edu
1639,1255521,staff@duke.edu
1640,1305794,student@duke.edu
1641,1317519,student@duke.edu
1642,0571866,staff@duke.edu
1643,1227461,student@duke.edu
1644,1262094,student@duke.edu
1645,1243919,faculty@duke.edu
1646,0671519,student@duke.edu
1647,0877269,student@duke.edu
1648,0752542,staff@duke.edu
1649,0644385,alumni@duke.edu
1650,1257670,student@duke.edu
1651,1064822,student@duke.edu
1652,0657238,student@duke.edu
1653,0840391,student@duke.edu
1654,0727269,staff@duke.edu
1655,0896983,staff@duke.edu
1656,0938517,staff@duke.edu
1657,0938620,student@duke.edu
1658,1197422,staff@duke.edu
1659,0939221,student@duke.edu
1660,1009938,staff@duke.edu
1661,1268470,student@duke.edu
1662,1267852,student@duke.edu
1663,1338063,affiliate@duke.edu
1664,1332075,student@duke.edu
1665,1065524,staff@duke.edu
1666,1016476,staff@duke.edu
1667,1118435,student@duke.edu
1668,0042078,alumni@duke.edu
1669,0870211,student@duke.edu
1670,1297077,student@duke.edu
1671,1303641,student@duke.edu
1672,1124898,affiliate@duke.edu
1673,0584902,alumni@duke.edu
1674,0510871,alumni@duke.edu
1675,1284326,student@duke.edu
1676,1259263,student@duke.edu
1677,1296249,student@duke.edu
1678,1319268,student@duke.edu
1679,1321848,student@duke.edu
1680,1277077,student@duke.edu
1681,1231316,staff@duke.edu
1682,1295637,student@duke.edu
1683,1279324,student@duke.edu
1684,1024177,student@duke.edu
1685,1078808,student@duke.edu
1686,1120658,student@duke.edu
1687,0716173,staff@duke.edu
1688,1116462,student@duke.edu
1689,1308184,student@duke.edu
1690,0699317,staff@duke.edu
1691,1055959,affiliate@duke.edu
1692,1303579,student@duke.edu
1693,1242070,student@duke.edu
1694,0695216,staff@duke.edu
1695,1265437,student@duke.edu
1696,1271473,student@duke.edu
1697,1192220,student@duke.edu
1698,1317074,staff@duke.edu
1699,1312017,student@duke.edu
1700,1292831,student@duke.edu
1701,0108607,staff@duke.edu
1702,1298606,student@duke.edu
1703,0756777,alumni@duke.edu
1704,1291265,student@duke.edu
1705,1266627,student@duke.edu
1706,1258034,student@duke.edu
1707,1304744,student@duke.edu
1708,1312773,student@duke.edu
1709,1329672,student@duke.edu
1710,1278180,student@duke.edu
1711,1278418,student@duke.edu
1712,1333228,student@duke.edu
1713,1270410,student@duke.edu
1714,1177443,staff@duke.edu
1715,1256154,student@duke.edu
1716,1340982,staff@duke.edu
1717,1184520,student@duke.edu
1718,1270256,student@duke.edu
1719,0103801,staff@duke.edu
1720,0696918,faculty@duke.edu
1721,1279111,student@duke.edu
1722,1313913,student@duke.edu
1723,1318792,student@duke.edu
1724,1190845,student@duke.edu
1725,1275330,student@duke.edu
1726,0834758,staff@duke.edu
1727,1302260,student@duke.edu
1728,1291738,student@duke.edu
1729,0747651,alumni@duke.edu
1730,1332111,student@duke.edu
1731,1116566,student@duke.edu
1732,1257831,student@duke.edu
1733,0496330,staff@duke.edu
1734,1324495,student@duke.edu
1735,1252711,student@duke.edu
1736,0709348,student@duke.edu
1737,1302368,student@duke.edu
1738,1270114,student@duke.edu
1739,1303943,student@duke.edu
1740,0238297,alumni@duke.edu
1741,1333270,affiliate@duke.edu
1742,1208916,student@duke.edu
1743,1063278,staff@duke.edu
1744,0650516,staff@duke.edu
1745,1188229,staff@duke.edu
1746,1287283,student@duke.edu
1747,1187705,student@duke.edu
1748,1006697,student@duke.edu
1749,1285520,student@duke.edu
1750,1103170,student@duke.edu
1751,1063593,staff@duke.edu
1752,1327898,faculty@duke.edu
1753,0468609,faculty@duke.edu
1754,1313196,student@duke.edu
1755,1341577,student@duke.edu
1756,1200778,staff@duke.edu
1757,1322783,student@duke.edu
1758,1337434,student@duke.edu
1759,1044802,student@duke.edu
1760,0409180,affiliate@duke.edu
1761,1310712,student@duke.edu
1762,1346372,affiliate@duke.edu
1763,0602954,staff@duke.edu
1764,1291764,staff@duke.edu
1765,1298364,student@duke.edu
1766,0100363,staff@duke.edu
1767,1333200,faculty@duke.edu
1768,1343105,student@duke.edu
1769,1306903,student@duke.edu
1770,1094118,staff@duke.edu
1771,0708091,student@duke.edu
1772,1277129,student@duke.edu
1773,0633396,staff@duke.edu
1774,0969212,student@duke.edu
1775,1162614,staff@duke.edu
1776,1266570,student@duke.edu
1777,0931891,faculty@duke.edu
1778,0959666,alumni@duke.edu
1779,0389225,staff@duke.edu
1780,0101244,staff@duke.edu
1781,1345429,affiliate@duke.edu
1782,1016226,student@duke.edu
1783,0945719,staff@duke.edu
1784,1261428,student@duke.edu
1785,0448305,staff@duke.edu
1786,1281799,student@duke.edu
1787,1314775,student@duke.edu
1788,1272418,student@duke.edu
1789,1214953,student@duke.edu
1790,1340095,student@duke.edu
1791,1176505,student@duke.edu
1792,1261464,student@duke.edu
1793,1021008,student@duke.edu
1794,1266797,student@duke.edu
1795,1093863,student@duke.edu
1796,1282300,student@duke.edu
1797,1217973,affiliate@duke.edu
1798,0559518,alumni@duke.edu
1799,0967637,alumni@duke.edu
1800,1343184,staff@duke.edu
1801,1280630,staff@duke.edu
1802,0883877,student@duke.edu
1803,1201953,student@duke.edu
1804,1001771,staff@duke.edu
1805,1328998,student@duke.edu
1806,0973100,student@duke.edu
1807,1248677,staff@duke.edu
1808,1281984,student@duke.edu
1809,1263553,student@duke.edu
1810,0707554,student@duke.edu
1811,0742849,staff@duke.edu
1812,0412781,staff@duke.edu
1813,0626008,staff@duke.edu
1814,1038932,student@duke.edu
1815,1011997,staff@duke.edu
1816,1271211,student@duke.edu
1817,0105676,alumni@duke.edu
1818,1262064,student@duke.edu
1819,1311039,staff@duke.edu
1820,0981108,student@duke.edu
1821,1123203,student@duke.edu
1822,0761957,student@duke.edu
1823,1278490,student@duke.edu
1824,0649505,student@duke.edu
1825,1180194,staff@duke.edu
1826,1239505,staff@duke.edu
1827,1051770,faculty@duke.edu
1828,0720985,student@duke.edu
1829,1091941,student@duke.edu
1830,1019044,student@duke.edu
1831,1319587,student@duke.edu
1832,0729320,staff@duke.edu
1833,0269829,staff@duke.edu
1834,1018411,student@duke.edu
1835,0948341,staff@duke.edu
1836,1000718,staff@duke.edu
1837,1122398,student@duke.edu
1838,0381695,staff@duke.edu
1839,0909042,alumni@duke.edu
1840,0720386,alumni@duke.edu
1841,0951232,affiliate@duke.edu
1842,1292700,staff@duke.edu
1843,1126308,affiliate@duke.edu
1844,1039290,staff@duke.edu
1845,0504570,affiliate@duke.edu
1846,1259871,student@duke.edu
1847,0963325,student@duke.edu
1848,0722842,staff@duke.edu
1849,0674239,student@duke.edu
1850,1037824,student@duke.edu
1851,1328985,student@duke.edu
1852,1181254,student@duke.edu
1853,1328987,student@duke.edu
1854,1052135,faculty@duke.edu
1855,0885099,staff@duke.edu
1856,0824551,staff@duke.edu
1857,1291524,student@duke.edu
1858,0658593,student@duke.edu
1859,0596409,student@duke.edu
1860,0918227,staff@duke.edu
1861,1108839,student@duke.edu
1862,0267844,alumni@duke.edu
