id,course_id,location_id,start,end,synchronous,remote_url_title,remote_url,capacity,effort,published_at,cancelled_at,created_at,updated_at,start_epoch,end_epoch
142,137,3,2023-02-28 17:00:00,2023-02-28 19:00:00,1,"","",14,120,2022-12-28 14:00:59.727738,,2022-12-28 14:00:08.572219,2023-07-25 19:07:09.307488,1677603600,1677610800
143,133,1,2023-02-06 18:00:00,2023-02-06 20:00:00,1,"","",20,120,2022-12-28 14:06:45.038474,,2022-12-28 14:06:18.586542,2023-07-25 19:07:09.334685,1675706400,1675713600
144,164,1,2023-02-06 20:00:00,2023-02-06 22:00:00,1,"","",20,120,2022-12-28 14:11:20.171299,2023-02-06 00:26:14.716758,2022-12-28 14:10:41.753565,2023-07-25 19:07:09.361111,1675713600,1675720800
145,171,1,2023-02-07 18:00:00,2023-02-07 22:00:00,1,"","",10,240,2022-12-28 14:15:12.011621,,2022-12-28 14:14:38.200853,2023-07-25 19:07:09.386192,1675792800,1675807200
146,4,4,2023-02-08 18:00:00,2023-02-08 20:00:00,1,Zoom link,https://duke.zoom.us/j/97489703286?pwd=aGFoRG9LYXFmUnVGZDdlUHZwYzRBUT09,30,120,2022-12-28 15:03:39.774647,,2022-12-28 15:02:51.493106,2023-07-25 19:07:09.410373,1675879200,1675886400
147,71,4,2023-02-09 18:00:00,2023-02-09 20:00:00,1,Zoom link,https://duke.zoom.us/j/99966504914?pwd=TmIxb2dPSHN4UzQ4NWpTTmU5M2Mydz09,30,120,2022-12-28 15:10:50.593986,,2022-12-28 15:09:13.197032,2023-07-25 19:07:09.437445,1675965600,1675972800
148,102,1,2023-02-09 20:00:00,2023-02-09 22:00:00,1,"","",20,120,2022-12-28 15:13:49.680907,,2022-12-28 15:13:26.015765,2023-07-25 19:07:09.463184,1675972800,1675980000
149,56,1,2023-02-10 18:00:00,2023-02-10 20:00:00,1,"","",20,120,2022-12-28 15:15:34.921653,,2022-12-28 15:15:18.116596,2023-07-25 19:07:09.488396,1676052000,1676059200
150,30,1,2023-02-14 20:00:00,2023-02-14 22:00:00,1,"","",20,120,2022-12-28 15:17:59.229707,,2022-12-28 15:17:43.833327,2023-07-25 19:07:09.514491,1676404800,1676412000
151,147,4,2023-02-15 18:00:00,2023-02-15 20:00:00,1,Zoom link,https://duke.zoom.us/j/96677157639?pwd=QTdvUWtjQmR0S3hSTktRYmxUSlNMQT09,30,120,2022-12-28 15:20:48.573844,,2022-12-28 15:20:05.862046,2023-07-25 19:07:09.540598,1676484000,1676491200
152,20,3,2023-02-15 20:00:00,2023-02-15 22:00:00,1,"","",16,120,2022-12-28 15:23:20.539670,,2022-12-28 15:22:46.059209,2023-07-25 19:07:09.566924,1676491200,1676498400
153,20,3,2023-03-23 14:00:00,2023-03-23 16:00:00,1,"","",16,120,2022-12-28 15:25:56.299900,,2022-12-28 15:24:31.224314,2023-07-25 19:07:09.593388,1679580000,1679587200
154,20,3,2023-04-04 17:00:00,2023-04-04 19:00:00,1,"","",16,120,2022-12-28 15:27:03.805409,,2022-12-28 15:26:48.249386,2023-07-25 19:07:09.622350,1680627600,1680634800
155,123,1,2023-04-06 17:00:00,2023-04-06 19:00:00,1,"","",10,120,2022-12-28 15:30:22.234748,,2022-12-28 15:29:45.469184,2023-07-25 19:07:09.663529,1680800400,1680807600
156,9,3,2023-04-06 20:00:00,2023-04-06 22:00:00,1,"","",14,120,2022-12-28 15:32:21.953939,,2022-12-28 15:31:55.866542,2023-07-25 19:07:09.690344,1680811200,1680818400
157,9,3,2023-02-27 15:00:00,2023-02-27 17:00:00,1,"","",14,120,2022-12-28 15:34:59.539487,,2022-12-28 15:33:44.821338,2023-07-25 19:07:09.715682,1677510000,1677517200
158,165,1,2023-04-12 17:00:00,2023-04-12 19:00:00,1,"","",30,120,2022-12-28 15:38:03.818607,,2022-12-28 15:37:37.270800,2023-07-25 19:07:09.746249,1681318800,1681326000
159,65,1,2023-02-17 18:00:00,2023-02-17 20:00:00,1,"","",20,120,2022-12-28 15:41:12.341918,,2022-12-28 15:40:55.319905,2023-07-25 19:07:09.774706,1676656800,1676664000
160,124,1,2023-02-28 15:00:00,2023-02-28 17:00:00,1,"","",30,120,2022-12-28 15:43:53.816380,,2022-12-28 15:43:29.207395,2023-07-25 19:07:09.801248,1677596400,1677603600
161,169,1,2023-04-03 19:00:00,2023-04-03 21:00:00,1,"","",20,120,2022-12-28 15:48:05.709338,,2022-12-28 15:47:14.742451,2023-07-25 19:07:09.829624,1680548400,1680555600
162,146,1,2023-04-10 19:00:00,2023-04-10 21:00:00,1,"","",20,120,2022-12-28 15:50:01.694039,,2022-12-28 15:49:25.444493,2023-07-25 19:07:09.855499,1681153200,1681160400
163,33,1,2023-04-17 19:00:00,2023-04-17 21:00:00,1,"","",20,120,2022-12-28 15:51:40.372128,,2022-12-28 15:51:02.095927,2023-07-25 19:07:09.881219,1681758000,1681765200
164,170,1,2023-02-22 18:00:00,2023-02-22 20:00:00,1,"","",20,120,2022-12-28 15:55:02.256234,,2022-12-28 15:54:38.076634,2023-07-25 19:07:09.906965,1677088800,1677096000
165,162,5,2023-03-20 17:00:00,2023-03-20 19:00:00,1,"","",6,120,2022-12-28 15:58:55.402515,,2022-12-28 15:58:33.302866,2023-07-25 19:07:09.933756,1679331600,1679338800
166,163,4,2023-03-01 20:00:00,2023-03-01 22:00:00,1,Zoom link,https://duke.zoom.us/j/96399122595?pwd=cEhaczFmTHZtc1F2ZU5CQXhoUTl0QT09,30,120,2022-12-28 16:58:59.812862,2023-02-27 22:12:45.062208,2022-12-28 16:58:39.558547,2023-07-25 19:07:09.961079,1677700800,1677708000
167,173,1,2023-03-07 18:00:00,2023-03-07 20:00:00,1,"","",20,120,2022-12-28 17:00:47.431395,,2022-12-28 17:00:28.678512,2023-07-25 19:07:09.985527,1678212000,1678219200
168,29,1,2023-03-28 17:00:00,2023-03-28 19:00:00,1,"","",15,120,2022-12-28 17:02:08.450974,,2022-12-28 17:01:53.247483,2023-07-25 19:07:10.013317,1680022800,1680030000
169,21,4,2023-02-22 15:00:00,2023-02-22 17:00:00,1,Zoom link,https://duke.zoom.us/j/93742091841?pwd=VFZqb1JRSkt0czdaMHZERW4rT3RiZz09,30,120,2022-12-28 17:05:08.777078,,2022-12-28 17:04:48.296156,2023-07-25 19:07:10.038975,1677078000,1677085200
170,182,1,2023-03-01 15:00:00,2023-03-01 17:00:00,1,"","",20,120,2022-12-28 17:06:51.630429,,2022-12-28 17:06:32.533234,2023-07-25 19:07:10.095414,1677682800,1677690000
171,8,3,2023-04-03 17:00:00,2023-04-03 19:00:00,1,"","",14,120,2022-12-28 17:08:47.478561,,2022-12-28 17:08:28.244664,2023-07-25 19:07:10.123075,1680541200,1680548400
172,148,4,2023-03-21 14:00:00,2023-03-21 16:00:00,1,Zoom link,https://duke.zoom.us/j/95302946943?pwd=RFB5aytpSmlFemlBbGh6L2NUK1YrZz09,30,120,2022-12-28 17:10:46.278886,,2022-12-28 17:10:18.550332,2023-07-25 19:07:10.152831,1679407200,1679414400
173,138,4,2023-02-21 18:00:00,2023-02-21 20:00:00,1,Zoom link,https://duke.zoom.us/j/93931905413?pwd=bGl3NXdHWW9MQnRlZ3A2VmtoRG1Hdz09,30,120,2022-12-28 18:08:47.661641,,2022-12-28 18:08:19.535685,2023-07-25 19:07:10.215276,1677002400,1677009600
174,156,1,2023-03-01 18:00:00,2023-03-01 20:00:00,1,"","",20,120,2022-12-28 18:13:38.699906,,2022-12-28 18:13:17.793892,2023-07-25 19:07:10.240037,1677693600,1677700800
175,122,1,2023-03-29 17:00:00,2023-03-29 19:00:00,1,"","",20,120,2022-12-28 18:18:06.467815,,2022-12-28 18:17:41.511790,2023-07-25 19:07:10.264325,1680109200,1680116400
176,189,1,2023-01-25 20:00:00,2023-01-25 22:00:00,1,"","",20,120,2023-01-03 16:05:36.869154,2023-06-28 15:31:27.424547,2023-01-03 15:26:18.870780,2023-07-25 19:07:10.290279,1674676800,1674684000
177,45,1,2023-01-30 20:00:00,2023-01-30 22:00:00,1,"","",20,120,2023-01-03 16:48:19.875386,,2023-01-03 16:47:45.245023,2023-07-25 19:07:10.314091,1675108800,1675116000
178,101,1,2023-02-15 18:00:00,2023-02-15 20:00:00,1,"","",20,120,2023-01-03 16:53:58.952906,,2023-01-03 16:53:19.341031,2023-07-25 19:07:10.341333,1676484000,1676491200
179,122,1,2023-01-27 17:00:00,2023-01-27 19:00:00,1,"","",20,120,2023-01-03 18:47:57.734844,,2023-01-03 18:46:35.323974,2023-07-25 19:07:10.369925,1674838800,1674846000
181,127,1,2023-03-02 18:00:00,2023-03-02 20:00:00,1,"","",20,120,2023-01-03 19:50:10.943853,,2023-01-03 19:49:33.885175,2023-07-25 19:07:10.441604,1677780000,1677787200
182,190,5,2023-02-23 20:00:00,2023-02-23 22:00:00,1,"","",6,120,2023-01-04 15:35:47.452503,,2023-01-04 15:35:30.561663,2023-07-25 19:07:10.469515,1677182400,1677189600
183,191,3,2023-04-14 17:00:00,2023-04-14 19:00:00,1,"","",20,120,2023-01-04 16:08:51.053344,2023-04-14 12:04:59.069918,2023-01-04 16:08:31.398070,2023-07-25 19:07:10.493659,1681491600,1681498800
184,88,1,2023-04-04 16:00:00,2023-04-04 18:00:00,1,"","",6,120,2023-01-04 16:44:13.368382,,2023-01-04 16:13:49.999950,2023-07-25 19:07:10.517449,1680624000,1680631200
185,192,1,2023-02-20 15:00:00,2023-02-20 17:00:00,1,"","",5,120,2023-01-05 16:38:48.205665,,2023-01-05 16:38:02.243464,2023-07-25 19:07:10.545516,1676905200,1676912400
186,193,1,2023-04-19 16:00:00,2023-04-19 17:30:00,1,"","",20,90,2023-01-11 15:52:43.144898,,2023-01-11 15:52:20.760555,2023-07-25 19:07:10.572431,1681920000,1681925400
187,185,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/45799/slides/262216,,45,2023-01-12 15:01:27.895334,,2023-01-12 14:54:36.849138,2023-07-25 19:07:10.595927,0,0
188,170,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/45077/slides/258250,,120,2023-01-12 15:04:50.562132,,2023-01-12 15:04:36.251025,2023-07-25 19:07:10.622015,0,0
189,19,1,2023-01-26 18:00:00,2023-01-26 20:00:00,1,"","",20,120,2023-01-15 19:54:46.687946,2023-01-24 19:38:50.815083,2023-01-15 19:53:41.328483,2023-07-25 19:07:10.648983,1674756000,1674763200
190,166,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/41965/slides/237376,,30,2023-01-19 13:49:57.355821,,2023-01-19 13:49:28.107567,2023-07-25 19:07:10.675736,0,0
192,196,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/32808/slides/188947,,120,2023-01-19 14:15:41.181710,,2023-01-19 14:15:28.663645,2023-09-07 20:30:35.193752,0,0
193,198,1,2023-02-03 18:00:00,2023-02-03 21:00:00,1,"","",20,30,2023-01-19 15:13:40.425584,,2023-01-19 15:13:05.145767,2023-07-25 19:07:10.726333,1675447200,1675458000
194,197,,,,0,Introduction to Git,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/22601/slides/130518,,120,2023-01-19 21:57:50.841129,,2023-01-19 21:57:41.896696,2023-07-25 19:07:10.749646,0,0
195,202,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/42681/slides/246791,,30,2023-01-26 15:15:42.142227,,2023-01-26 15:15:33.204184,2023-07-25 19:07:10.777922,0,0
196,203,,,,0,Ed Stem Lesson,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/36236/slides/216335,,30,2023-01-26 15:29:39.158403,,2023-01-26 15:29:27.792194,2023-07-25 19:07:10.803837,0,0
197,201,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/42682/slides/246792,,30,2023-01-26 15:32:20.902668,,2023-01-26 15:32:09.474699,2023-07-25 19:07:10.830226,0,0
200,206,11,2023-02-15 23:00:00,2023-02-16 01:00:00,1,"","",15,120,2023-02-01 04:17:23.837595,,2023-02-01 04:10:17.396150,2023-07-25 19:07:10.854278,1676502000,1676509200
201,207,12,2023-02-16 23:00:00,2023-02-17 00:30:00,1,"","",20,90,2023-02-01 04:17:25.121989,,2023-02-01 04:11:02.629503,2023-07-25 19:07:10.880146,1676588400,1676593800
202,208,8,2023-02-17 22:30:00,2023-02-18 01:30:00,1,"","",12,180,2023-02-01 04:17:26.073599,,2023-02-01 04:11:30.112063,2023-07-25 19:07:10.907913,1676673000,1676683800
203,209,13,2023-02-21 23:00:00,2023-02-22 01:00:00,1,"","",15,120,2023-02-01 04:17:26.950741,,2023-02-01 04:12:23.775890,2023-07-25 19:07:10.933151,1677020400,1677027600
204,210,11,2023-02-21 23:00:00,2023-02-22 01:00:00,1,"","",15,120,2023-02-01 04:17:27.930957,,2023-02-01 04:12:51.998291,2023-07-25 19:07:10.960101,1677020400,1677027600
205,211,7,2023-02-22 23:00:00,2023-02-23 01:00:00,1,"","",15,120,2023-02-01 04:17:28.795839,,2023-02-01 04:13:45.877385,2023-07-25 19:07:10.985083,1677106800,1677114000
206,212,7,2023-02-24 23:00:00,2023-02-25 01:00:00,1,"","",15,120,2023-02-01 04:17:29.724231,,2023-02-01 04:14:09.396909,2023-07-25 19:07:11.010797,1677279600,1677286800
207,213,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/54996/slides/311392,,120,2023-02-01 17:58:00.321997,,2023-02-01 17:57:06.959691,2023-07-25 19:07:11.033817,0,0
208,214,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/54997/slides/311402,,120,2023-02-01 18:04:15.743684,,2023-02-01 18:04:12.909565,2023-07-25 19:07:11.086534,0,0
209,215,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/55682/slides/315467,,120,2023-02-01 18:36:44.112222,,2023-02-01 18:36:33.039307,2023-07-25 19:07:11.112390,0,0
210,217,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/55070/slides/311672,,120,2023-02-01 22:34:22.309142,,2023-02-01 22:34:17.943072,2023-07-25 19:07:11.144651,0,0
211,219,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/55555/slides/314603,,60,2023-02-07 15:42:21.526652,,2023-02-07 15:42:10.467328,2023-07-25 19:07:11.179447,0,0
212,216,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/54998/slides/311420,,120,2023-02-09 01:14:49.593158,,2023-02-09 01:14:43.729309,2023-07-25 19:07:11.203670,0,0
213,142,1,2023-02-23 15:00:00,2023-02-23 17:00:00,1,"","",20,120,2023-02-20 14:56:09.192107,2023-02-21 18:02:25.979598,2023-02-13 15:13:58.760583,2023-07-25 19:07:11.228359,1677164400,1677171600
214,220,11,2023-03-01 23:00:00,2023-03-02 01:00:00,1,"","",15,120,2023-02-24 23:48:31.388509,,2023-02-24 23:04:50.163714,2023-07-25 19:07:11.251992,1677711600,1677718800
215,209,13,2023-03-03 23:00:00,2023-03-04 01:00:00,1,"","",15,120,2023-02-24 23:48:20.067617,,2023-02-24 23:05:21.776955,2023-07-25 19:07:11.273974,1677884400,1677891600
216,210,11,2023-03-03 23:00:00,2023-03-04 01:00:00,1,"","",15,120,2023-02-24 23:48:22.589182,,2023-02-24 23:06:05.148660,2023-07-25 19:07:11.299335,1677884400,1677891600
217,222,3,2023-03-08 23:00:00,2023-03-09 02:00:00,1,"","",20,180,2023-02-27 20:06:15.363455,,2023-02-27 20:01:37.961137,2023-07-25 19:07:11.324551,1678316400,1678327200
218,211,7,2023-03-08 23:00:00,2023-03-09 01:00:00,1,"","",15,120,2023-03-03 16:02:04.919722,,2023-03-03 16:00:33.167133,2023-07-25 19:07:11.345857,1678316400,1678323600
219,221,7,2023-03-07 23:00:00,2023-03-08 01:00:00,1,"","",15,120,2023-03-03 16:07:35.990504,,2023-03-03 16:02:01.857543,2023-07-25 19:07:11.367888,1678230000,1678237200
220,208,8,2023-03-21 21:30:00,2023-03-22 00:30:00,1,"","",12,180,2023-03-20 13:33:22.694485,,2023-03-20 13:32:57.576734,2023-07-25 19:07:11.390094,1679434200,1679445000
221,224,7,2023-03-24 22:00:00,2023-03-25 00:00:00,1,"","",15,120,2023-03-20 13:37:42.155132,,2023-03-20 13:37:34.366449,2023-07-25 19:07:11.411765,1679695200,1679702400
222,209,13,2023-03-29 22:00:00,2023-03-30 00:00:00,1,"","",15,120,2023-03-24 17:11:35.198183,,2023-03-24 16:59:09.146269,2023-07-25 19:07:11.436213,1680127200,1680134400
223,225,18,2023-03-30 22:00:00,2023-03-30 23:30:00,1,"","",20,120,2023-03-24 17:11:48.674100,,2023-03-24 17:10:46.085494,2023-07-25 19:07:11.460656,1680213600,1680219000
224,224,7,2023-03-31 22:00:00,2023-04-01 00:00:00,1,"","",20,120,2023-03-24 17:11:42.269981,,2023-03-24 17:11:25.645394,2023-07-25 19:07:11.482473,1680300000,1680307200
225,226,,,,0,EdStem,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/59471/slides/331745,,120,2023-03-24 18:28:36.488253,,2023-03-24 18:28:27.620676,2023-07-25 19:07:11.505587,0,0
227,211,7,2023-04-04 22:00:00,2023-04-05 00:00:00,1,"","",20,120,2023-03-31 16:03:59.165143,,2023-03-31 16:00:32.829213,2023-07-25 19:07:11.527519,1680645600,1680652800
228,209,13,2023-04-05 22:00:00,2023-04-06 00:00:00,1,"","",15,116,2023-03-31 16:04:13.302124,,2023-03-31 16:01:06.013521,2023-07-25 19:07:11.549957,1680732000,1680739200
229,205,7,2023-04-07 22:00:00,2023-04-08 00:00:00,1,"","",20,120,2023-03-31 16:05:09.437986,,2023-03-31 16:01:45.629429,2023-07-25 19:07:11.572840,1680904800,1680912000
230,227,,,,0,Coursera for Duke,https://www.coursera.org/programs/duke-university-on-coursera-obsio?authProvider=duke&collectionId=&productId=jO4_OjkPEe2Oyw6DorRJ9w&productType=course&showMiniModal=true,,240,2023-04-04 14:34:33.130178,,2023-04-04 14:34:22.819483,2023-07-25 19:07:11.607710,0,0
231,211,7,2023-04-11 22:00:00,2023-04-12 00:00:00,1,"","",20,120,2023-04-07 12:05:16.390108,,2023-04-07 12:04:58.004719,2023-07-25 19:07:11.641107,1681250400,1681257600
232,221,7,2023-04-12 22:00:00,2023-04-13 00:00:00,1,"","",20,120,2023-04-07 12:07:54.360447,,2023-04-07 12:07:27.814410,2023-07-25 19:07:11.677747,1681336800,1681344000
233,208,8,2023-04-14 21:30:00,2023-04-15 00:30:00,1,"","",12,180,2023-04-07 12:09:21.129238,,2023-04-07 12:09:15.991619,2023-07-25 19:07:11.704036,1681507800,1681518600
237,228,3,2023-04-20 16:00:00,2023-04-20 18:00:00,1,"","",10,120,2023-04-10 21:13:26.780164,,2023-04-10 21:12:46.093202,2023-07-25 19:07:11.733267,1682006400,1682013600
238,229,19,2023-04-19 21:00:00,2023-04-19 22:00:00,1,"","",50,60,2023-04-11 20:16:37.794292,,2023-04-11 20:16:16.589324,2023-07-25 19:07:11.761707,1681938000,1681941600
239,206,11,2023-04-18 22:00:00,2023-04-19 00:00:00,1,"","",15,117,2023-04-14 12:36:01.993687,,2023-04-14 12:31:56.602916,2023-07-25 19:07:11.793347,1681855200,1681862400
240,209,13,2023-04-19 22:00:00,2023-04-20 00:00:00,1,"","",15,116,2023-04-14 12:36:13.688772,,2023-04-14 12:32:28.904145,2023-07-25 19:07:11.841623,1681941600,1681948800
241,230,18,2023-04-20 22:00:00,2023-04-20 23:30:00,1,"","",20,60,2023-04-14 12:36:08.412463,,2023-04-14 12:34:44.182623,2023-07-25 19:07:11.885557,1682028000,1682033400
242,224,7,2023-04-21 22:00:00,2023-04-22 00:00:00,1,"","",20,120,2023-04-14 12:35:46.018063,,2023-04-14 12:35:34.496884,2023-07-25 19:07:11.929261,1682114400,1682121600
243,191,3,2023-04-21 17:00:00,2023-04-21 19:00:00,1,"","",20,120,2023-04-14 12:45:47.040280,,2023-04-14 12:44:57.077356,2023-07-25 19:07:11.972338,1682096400,1682103600
244,202,3,2023-04-15 16:00:00,2023-04-15 18:00:00,1,"","",,120,2023-04-14 17:58:21.438933,2023-04-14 17:59:41.659793,2023-04-14 17:58:02.775315,2023-07-25 19:07:12.096089,1681574400,1681581600
245,204,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/42684/slides/246794,,45,2023-04-18 20:14:10.009755,,2023-04-18 20:10:52.602449,2023-07-25 19:07:12.118921,0,0
246,232,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/39898/slides/222941,,60,2023-04-20 20:17:28.548519,,2023-04-20 20:17:21.864310,2023-07-25 19:07:12.142049,0,0
247,2,,,,0,Enroll in this course to view this lesson,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/53111/slides/303672,,60,2023-04-27 16:07:34.990450,,2023-04-27 15:58:51.608229,2023-07-25 19:07:12.165293,0,0
248,144,4,2023-05-02 17:00:00,2023-05-02 19:00:00,1,Enroll in this course to view this lesson.,https://duke.zoom.us/j/9193237778,40,120,2023-04-28 14:28:38.177999,,2023-04-28 14:18:35.172602,2023-07-25 19:07:12.188924,1683046800,1683054000
249,88,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/58947/slides/328710,,120,2023-05-04 14:17:10.305513,,2023-05-04 14:16:59.858922,2023-07-25 19:07:12.214602,0,0
250,135,22,2023-05-31 17:00:00,2023-05-31 20:00:00,1,"","",60,180,2023-05-16 16:55:00.857798,,2023-05-11 19:55:58.453792,2023-07-25 19:07:12.236924,1685552400,1685563200
251,142,22,2023-05-31 17:00:00,2023-05-31 20:00:00,1,"","",61,180,2023-05-16 17:10:53.727228,,2023-05-11 20:42:59.217418,2023-07-25 19:07:12.261394,1685552400,1685563200
252,2,22,2023-06-01 13:00:00,2023-06-01 16:00:00,1,"","",60,180,2023-05-16 17:17:31.805695,,2023-05-11 20:45:30.525414,2023-07-25 19:07:12.283731,1685624400,1685635200
253,113,22,2023-06-05 13:00:00,2023-06-05 16:00:00,1,"","",60,180,2023-05-16 17:23:01.491270,,2023-05-11 20:48:57.662966,2023-07-25 19:07:12.308025,1685970000,1685980800
254,120,22,2023-06-06 13:00:00,2023-06-06 16:00:00,1,"","",60,180,2023-05-16 18:10:16.191800,,2023-05-11 20:53:50.438569,2023-07-25 19:07:12.334202,1686056400,1686067200
255,120,22,2023-06-06 17:00:00,2023-06-06 20:00:00,1,"","",60,180,2023-05-16 18:12:14.683080,,2023-05-16 14:57:18.192806,2023-07-25 19:07:12.358898,1686070800,1686081600
256,124,22,2023-06-07 17:00:00,2023-06-07 20:00:00,1,"","",60,180,2023-05-16 18:15:33.218321,,2023-05-16 14:59:23.707960,2023-07-25 19:07:12.385598,1686157200,1686168000
257,112,22,2023-06-08 13:00:00,2023-06-08 16:00:00,1,"","",60,180,2023-05-16 18:17:24.928669,,2023-05-16 15:01:12.922717,2023-07-25 19:07:12.413366,1686229200,1686240000
258,234,22,2023-06-09 13:00:00,2023-06-09 16:00:00,1,"","",,180,2023-05-16 18:07:03.212201,,2023-05-16 15:03:59.274795,2023-07-25 19:07:12.440653,1686315600,1686326400
259,101,22,2023-06-05 17:00:00,2023-06-05 20:00:00,1,"","",,180,2023-05-16 17:32:27.350883,,2023-05-16 15:11:55.545328,2023-07-25 19:07:12.464868,1685984400,1685995200
260,30,22,2023-06-02 13:00:00,2023-06-02 16:00:00,1,"","",,180,2023-05-16 17:48:19.818242,,2023-05-16 15:28:43.717529,2023-07-25 19:07:12.488615,1685710800,1685721600
261,45,1,2023-06-07 17:00:00,2023-06-07 20:00:00,1,"","",,180,2023-05-16 17:50:56.859478,,2023-05-16 15:31:37.990667,2023-07-25 19:07:12.510875,1686157200,1686168000
262,45,1,2023-06-08 13:00:00,2023-06-08 16:00:00,1,"","",,180,2023-05-16 17:52:33.642381,,2023-05-16 15:33:04.438526,2023-07-25 19:07:12.531714,1686229200,1686240000
263,164,20,2023-06-09 13:00:00,2023-06-09 16:00:00,1,"","",60,180,2023-05-16 18:03:33.533689,2023-05-26 15:41:20.047929,2023-05-16 16:19:02.082506,2023-07-25 19:07:12.553383,1686315600,1686326400
264,233,21,2023-05-30 17:00:00,2023-05-30 20:00:00,1,"","",61,180,2023-05-16 16:46:34.851472,,2023-05-16 16:45:42.856841,2023-07-25 19:07:12.575324,1685466000,1685476800
265,235,23,2023-06-02 19:00:00,2023-06-02 21:00:00,1,"","",50,120,2023-05-24 14:56:22.828671,,2023-05-24 13:40:47.279378,2023-07-25 19:07:12.596029,1685732400,1685739600
266,164,22,2023-06-09 13:00:00,2023-06-09 16:00:00,1,"","",60,180,2023-05-26 15:24:16.058413,,2023-05-26 15:24:02.704401,2023-07-25 19:07:12.620107,1686315600,1686326400
267,234,21,2023-06-09 13:00:00,2023-06-09 16:00:00,1,"","",30,180,2023-05-26 16:02:24.094425,,2023-05-26 16:02:15.551037,2023-07-25 19:07:12.644731,1686315600,1686326400
268,144,4,2023-06-13 13:00:00,2023-06-13 14:00:00,1,Zoom,https://duke.zoom.us/j/9193237778,30,60,2023-06-02 14:21:37.759048,,2023-06-02 14:20:35.731103,2023-07-25 19:07:12.667953,1686661200,1686664800
269,144,4,2023-07-11 13:00:00,2023-07-11 14:00:00,1,Zoom link,https://duke.zoom.us/j/9193237778,30,60,2023-06-02 14:23:57.616927,,2023-06-02 14:23:10.044722,2023-07-25 19:07:12.692286,1689080400,1689084000
270,144,4,2023-08-01 13:00:00,2023-08-01 14:00:00,1,Zoom link,https://duke.zoom.us/j/9193237778,30,60,2023-06-02 14:25:18.581255,,2023-06-02 14:24:52.822331,2023-07-25 19:07:12.717774,1690894800,1690898400
271,144,4,2023-09-05 13:00:00,2023-09-05 14:00:00,1,Zoom link,https://duke.zoom.us/j/9193237778,30,60,2023-06-02 14:26:35.025742,,2023-06-02 14:26:13.589380,2023-07-25 19:07:12.746292,1693918800,1693922400
272,144,4,2023-10-03 13:00:00,2023-10-03 14:00:00,1,Zoom link,https://duke.zoom.us/j/9193237778,30,60,2023-06-02 14:28:48.555690,,2023-06-02 14:28:21.072684,2023-07-25 19:07:12.774578,1696338000,1696341600
274,239,,,,0,Enroll in this course to view this lesson.,https://edstem.org/us/join/bdpBm3?redirect=/us/courses/7749/lessons/43350/slides/269068,,30,2023-07-13 14:53:10.262037,,2023-07-11 18:13:39.711975,2023-07-25 19:07:12.825556,0,0
276,197,1,2023-11-15 15:15:00,2023-11-15 17:15:00,1,"","",6,120,2023-08-03 16:45:30.844860,2023-11-14 15:36:44.226608,2023-08-03 16:45:10.380352,2023-11-14 15:36:44.227274,1700061300,1700068500
277,93,1,2023-10-11 14:15:00,2023-10-11 16:15:00,1,"","",20,120,2023-08-03 17:02:37.258984,2023-10-11 14:30:01.789010,2023-08-03 17:02:20.319782,2023-10-11 14:30:01.789980,1697033700,1697040900
278,124,1,2023-09-06 14:45:00,2023-09-06 16:45:00,1,"","",20,120,2023-08-03 17:04:15.062760,,2023-08-03 17:04:03.655649,2023-08-16 17:44:11.989074,1694011500,1694018700
